Ontology ID	label	parent class	description	guidance	datatype	pattern	requirement	examples	source	capitalize	data status	max value	min value	EXPORT_dev
	placeholder	MIXS:investigation field 	  	  	  	  	  	  	  	  	  	  	  	 
